,x
1,G_Megamonas
2,G_Megasphaera
3,G_Dialister
4,G_Catenibacterium
5,G_Eubacterium_eligens
6,G_Lachnospiraceae_ND3007
7,G_Prevotella
8,G_Alloprevotella
9,G_Porphyromonas
10,G_Butyricimonas
11,G_Saccharimonadales
12,G_Candidatus_Competibacter
,G_Oscillospira
13,G_Clostridium_sensu_stricto_1
,G_Eubacterium_siraeum
,G_CAG_56
,G_Methanolobus
